StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID1,QID2,QID3,QID4,QID4_5_TEXT,QID7,QID6,QID8,QID8_25_TEXT,QID10,QID11,QID12,QID13,QID15,QID16,QID17,QID40,QID18,QID19,QID20,QID21,QID22,QID23,QID24,QID25,QID26,QID28,QID29,QID30,QID31,QID32
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,4-7 years,School of Medicine and Public Health,,Slightly familiar,Very familiar,Very familiar,Yes,"R, Python, Neuroimaging tools like mrtrix",Critical/Vital/Essential,Matlab,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Neither agree nor disagree,No,Somewhat agree,Very valuable,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,4-7 years,Other,Division of Enrollment Management,Moderately familiar,Extremely familiar,Very familiar,Yes,"QGIS, D3.js, many Python libraries",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Flexibility,Community Support",Yes,Strongly agree,Strongly agree,No,Strongly disagree,Very valuable,Yes,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Letters and Sciences,,Not familiar at all,Very familiar,Very familiar,Yes,Data Documentation Initiative,Critical/Vital/Essential,"SAS,SPSS from IBM,STATA",I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat agree,Yes,Somewhat agree,Very valuable,Yes,Attending workshops and conferences around DDI and metadata standards.,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,1-3 years,School of Nursing,,Slightly familiar,Slightly familiar,Slightly familiar,No,,Valuable,,"N/A, I don't use either","Knowledge Sharing,Flexibility",Yes,Somewhat agree,Somewhat agree,Yes,Somewhat agree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,School of Medicine and Public Health,,Slightly familiar,Moderately familiar,Moderately familiar,Yes,There is open source code for statistical programming in R (and Stata code files). ,Valuable,"NVivo,SAS,STATA",I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Community Support,Customization,Lower Costs",Yes,Somewhat agree,Neither agree nor disagree,No,Neither agree nor disagree,Very valuable,No,,No,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,Other,WISCONSIN ENERGY INSTITUTE,Slightly familiar,Extremely familiar,Extremely familiar,Yes,"Genome alignment tools, bioinformatics tools in general, way to many to list.",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Flexibility,Scalability,Lower Costs",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Very valuable,Yes,Data Carpentry workshops,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,1-3 years,College of Letters and Sciences,,Not familiar at all,Very familiar,Slightly familiar,Yes,R,Neutral,,I use open source software much more than the licensed software in CSL,"Reproducibility,Community Support,Lower Costs",Not sure,Strongly agree,Somewhat agree,No,Neither agree nor disagree,Very valuable,No,,No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Agricultural and Life Sciences,,Slightly familiar,Very familiar,Moderately familiar,Yes,"R, Python, Julia",Critical/Vital/Essential,Matlab,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Agricultural and Life Sciences,,Extremely familiar,Extremely familiar,Extremely familiar,Yes,Arduino,Valuable,"SolidWorks,TechSmith Camtasia,Autodesk,Matlab",I use open source software much less than the licensed software in CSL,Lower Costs,Yes,Strongly agree,Somewhat agree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,School of Education,,Moderately familiar,Moderately familiar,Moderately familiar,Yes,R suite,Critical/Vital/Essential,"Maple,NVivo,SAS,SPSS from IBM,Sigma Plot",I use open source software much less than the licensed software in CSL,"Flexibility,Customization,Lower Costs",Yes,Strongly agree,Strongly agree,No,Strongly agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,School of Medicine and Public Health,,Not familiar at all,Very familiar,Slightly familiar,Yes,R (statistical package),Valuable,SAS,I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Flexibility",Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Some value,Yes,"Training in R, R markdown, etc.",Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Agricultural and Life Sciences,,Moderately familiar,Extremely familiar,Not familiar at all,Yes,"R, Linux",Critical/Vital/Essential,"SAS,SPSS from IBM",I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Community Support,Lower Costs",Yes,Somewhat agree,Strongly agree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Counseling Psychology,,School of Education,,Not familiar at all,Moderately familiar,Slightly familiar,Yes,"REDCap, R",Critical/Vital/Essential,SPSS from IBM,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Lower Costs",Yes,Somewhat agree,Strongly agree,No,Somewhat agree,Very valuable,Yes,We've used R in my statistics classes,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Other,,,,College of Engineering,,Extremely familiar,Very familiar,Moderately familiar,Yes,"W3C web based tools
NodeJS
ThreeJS
Aframe
OpenXR
NPM
Github",Critical/Vital/Essential,,"N/A, I don't use either","Knowledge Sharing,Community Support,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,School of Medicine and Public Health,,Slightly familiar,Extremely familiar,Moderately familiar,Yes,Most of the software that I use in my research is open source.,Critical/Vital/Essential,Mathematica,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Lower Costs",Yes,Strongly agree,Somewhat agree,Yes,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Graduate Student,,Computer Science ,,College of Letters and Sciences,,Moderately familiar,Extremely familiar,Very familiar,Yes,,,,,,,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Graduate Student,,CS,,College of Letters and Sciences,,Not familiar at all,Extremely familiar,Not familiar at all,Yes,,,,,,,,,,,,,,,,,,
,,,,81,,FALSE,,,,,,,,,,,,Yes,,Graduate Student,,Computer Sciences,,School of Computer Data and Information Sciences,,Very familiar,Extremely familiar,Very familiar,Yes,"Key tools: PyTorch, TensorFlow, Spark, Pandas, Postgres

",Critical/Vital/Essential,Matlab,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Neither agree nor disagree,Yes,Neither agree nor disagree,Neutral,Yes,I study and use open source machine learning software in my graduate work and my research code is open source. ,,,,,
,,,,25,,FALSE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Letters and Sciences,,,,,,,,,,,,,,,,,,,,,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Chemistry,,College of Letters and Sciences,,Very familiar,Very familiar,Extremely familiar,Yes,"Data carpentries, Wisconsin Photoreactors, data analysis scripts on GitHub",Critical/Vital/Essential,"ChemDraw,PyMOL",I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Somewhat agree,Very valuable,Yes,Data carpentries on Python and R through the data in social science workshops,No,No,,,
,,,,25,,FALSE,,,,,,,,,,,,Yes,,Graduate Student,,Economics,,College of Letters and Sciences,,,,,,,,,,,,,,,,,,,,,,,
,,,,59,,FALSE,,,,,,,,,,,,Yes,,Faculty,,,1-3 years,School of Medicine and Public Health,,Slightly familiar,Extremely familiar,Very familiar,Yes,"GitHub, Data Carpentries workshops, GEO, R, R Studio, Zotero",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Lower Costs",Yes,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Graduate Student,,Political Science; PhD,,College of Letters and Sciences,,Slightly familiar,Extremely familiar,Very familiar,Yes,,,,,,,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Graduate Student,,Computer Science ,,College of Letters and Sciences,,Moderately familiar,Extremely familiar,Extremely familiar,Yes,,,,,,,,,,,,,,,,,,
,,,,25,,FALSE,,,,,,,,,,,,Yes,,Graduate Student,,Economics,,Graduate School,,,,,,,,,,,,,,,,,,,,,,,
,,,,25,,FALSE,,,,,,,,,,,,Yes,,Other,,,,College of Letters and Sciences,,,,,,,,,,,,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Agricultural and Life Sciences,,Not familiar at all,Moderately familiar,Not familiar at all,No,,,,,,,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Staff,,,0-1 years,College of Letters and Sciences,,Slightly familiar,Moderately familiar,Extremely familiar,Yes,,,,,,,,,,,,,,,,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,0-1 years,College of Letters and Sciences,,Moderately familiar,Very familiar,Moderately familiar,No,,Critical/Vital/Essential,,I use open source software much less than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat disagree,No,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,25,,FALSE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,,,,,,,,,,,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,School of Medicine and Public Health,,Not familiar at all,Not familiar at all,Not familiar at all,No,,,,,,,,,,,,,,,,,,
,,,,81,,FALSE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Letters and Sciences,,Very familiar,Extremely familiar,Not familiar at all,Yes,I do everything on Linux. I don't evan have a Windows or MacOS machine.,Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Community Support,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Somewhat agree,Very valuable,Yes,training in mysql,,,,,
,,,,25,,FALSE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Agricultural and Life Sciences,,,,,,,,,,,,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Graduate Student,,Mathematics,,College of Letters and Sciences,,Slightly familiar,Moderately familiar,Moderately familiar,Yes,,,,,,,,,,,,,,,,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,School of Veterinary Medicine,,Slightly familiar,Very familiar,Very familiar,Yes,"A wide range of tools to analyze genetic data. Examples:
nf-core/viralrecon
BEAST
SNPGenie
R
bioconda",Critical/Vital/Essential,,I use open source software about the same as the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat agree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,School of Computer Data and Information Sciences,,Extremely familiar,Extremely familiar,Slightly familiar,Yes,"gem5, GPGPU-Sim, Accel-Sim, various benchmark suites like Rodinia/Parsec/Parboil/MLCommons, NVDLA, Vortex",Valuable,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,59,,FALSE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,Moderately familiar,Moderately familiar,Moderately familiar,Yes,"Miktex/latex, python and various packages, Julia and various packages ",Critical/Vital/Essential,"TechSmith Camtasia,Matlab,STATA",I use open source software much more than the licensed software in CSL,"Flexibility,Customization,Lower Costs",Not sure,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Staff,,,4-7 years,School of Education,,Not familiar at all,Not familiar at all,Slightly familiar,No,,,,,,,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Graduate Student,,Chemistry,,College of Letters and Sciences,,Moderately familiar,Very familiar,Extremely familiar,Yes,,,,,,,,,,,,,,,,,,
,,,,13,,FALSE,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,59,,FALSE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,School of Nursing,,Slightly familiar,Moderately familiar,Moderately familiar,No,,Neutral,,I use open source software much less than the licensed software in CSL,,Not sure,,,,,,,,,,,,
,,,,25,,FALSE,,,,,,,,,,,,Yes,,Graduate Student,,,,College of Letters and Sciences,,,,,,,,,,,,,,,,,,,,,,,
,,,,25,,FALSE,,,,,,,,,,,,Yes,,Staff,,,4-7 years,School of Nursing,,,,,,,,,,,,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Staff,,,4-7 years,Wisconsin School of Business,,Not familiar at all,Slightly familiar,Slightly familiar,No,,,,,,,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Staff,,,7-10 years,College of Agricultural and Life Sciences,,Moderately familiar,Very familiar,Moderately familiar,Yes,,,,,,,,,,,,,,,,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Agricultural and Life Sciences,,Slightly familiar,Moderately familiar,Moderately familiar,Yes,"QGIS, R, Python",Valuable,,I use open source software much more than the licensed software in CSL,"Reproducibility,Flexibility",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Some value,No,,No,Yes,,,
,,,,78,,FALSE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,Wisconsin School of Business,,Not familiar at all,Slightly familiar,Very familiar,No,,Neutral,STATA,I use open source software much less than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Customization,Lower Costs",Not sure,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Some value,Yes,,,,,,
,,,,59,,FALSE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Agricultural and Life Sciences,,Not familiar at all,Slightly familiar,Moderately familiar,No,,Neutral,,"N/A, I don't use either","Flexibility,Lower Costs",Yes,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Staff,,,0-1 years,Other,Memorial Library,Not familiar at all,Slightly familiar,Slightly familiar,Yes,,,,,,,,,,,,,,,,,,
,,,,25,,FALSE,,,,,,,,,,,,Yes,,Graduate Student,,,,School of Medicine and Public Health,,,,,,,,,,,,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Postdoc,,,,School of Medicine and Public Health,,Not familiar at all,Moderately familiar,Slightly familiar,Yes,,,,,,,,,,,,,,,,,,
,,,,81,,FALSE,,,,,,,,,,,,Yes,,Staff,,,0-1 years,College of Agricultural and Life Sciences,,Moderately familiar,Extremely familiar,Very familiar,Yes,Most of bioinformatics softwares are open-source and freely distributed. ,Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Neither agree nor disagree,Yes,Somewhat disagree,Very valuable,No,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Staff,,,4-7 years,College of Letters and Sciences,,Not familiar at all,Moderately familiar,Not familiar at all,Yes,,,,,,,,,,,,,,,,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Sociology,,College of Letters and Sciences,,Not familiar at all,Extremely familiar,Extremely familiar,Yes,R tutorial books and cheatsheets,Critical/Vital/Essential,STATA,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,No,Somewhat disagree,Very valuable,Yes,Data carpenter workshop,Yes,No,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Graduate Student,,Computer Sciences,,School of Computer Data and Information Sciences,,Extremely familiar,Extremely familiar,Extremely familiar,Yes,,,,,,,,,,,,,,,,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Sociology,,College of Letters and Sciences,,Moderately familiar,Extremely familiar,Slightly familiar,Yes,"I work almost exclusively with open-source tools, including R and surrounding tools (RStudio, Tidyverse, R packages, etc.), git, LaTeX, Pandoc, Ubuntu Linux, Python, Vim, Firefox, Thunderbird, Chromium, LibreOffice, LXDE, ssh... http? and countless other tools, both that I choose explicitly and that run in support of other tools I use.",Valuable,STATA,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat agree,Yes,Neither agree nor disagree,Very valuable,Yes,"Training ""about open source"" is pushing it, but I took one class that taught Bayesian regression methods in R.",Yes,No,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,Other,General Library System,Not familiar at all,Very familiar,Very familiar,Yes,,,,,,,,,,,,,,,,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Other,,,,College of Letters and Sciences,,Not familiar at all,Moderately familiar,Not familiar at all,Yes,"My research team (specifically a former grad student) developed a package that is used by use and a few others. (MPEDS).  Many use R and Python, although I do not. I have occasionally used other open source tools like a GIF creator or a world cloud creator. Minor things.",Neutral,STATA,I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Lower Costs",Yes,Somewhat agree,Neither agree nor disagree,Yes,Neither agree nor disagree,Neutral,Yes,I have gone to workshops on intro to Python and using GitHub. ,Yes,No,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Staff,,,10+ years,School of Medicine and Public Health,,Slightly familiar,Very familiar,Very familiar,Yes,,,,,,,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Graduate Student,,Computer Sciences,,School of Computer Data and Information Sciences,,Moderately familiar,Very familiar,Very familiar,Yes,,,,,,,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Graduate Student,,Art History,,College of Letters and Sciences,,Moderately familiar,Moderately familiar,Moderately familiar,Yes,,,,,,,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Graduate Student,,Communication Sciences and Disorders,,College of Letters and Sciences,,Not familiar at all,Not familiar at all,Not familiar at all,No,,,,,,,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Faculty,,,1-3 years,College of Letters and Sciences,,Not familiar at all,Very familiar,Moderately familiar,Yes,,,,,,,,,,,,,,,,,,
,,,,59,,FALSE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Letters and Sciences,,Slightly familiar,Slightly familiar,Slightly familiar,Yes,I can't remember their names at the moment,Neutral,,"N/A, I don't use either","Flexibility,Customization",Not sure,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Postdoc,,,,College of Letters and Sciences,,Not familiar at all,Not familiar at all,Not familiar at all,No,,,,,,,,,,,,,,,,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Agricultural and Life Sciences,,Very familiar,Extremely familiar,Moderately familiar,Yes,Linux environment and Linux based applications,Critical/Vital/Essential,PyMOL,I use open source software much more than the licensed software in CSL,"Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,Graduate School,,Moderately familiar,Extremely familiar,Moderately familiar,Yes,"Python, Django, Apache HTTP server, Linux, Firefox, Chromium",Critical/Vital/Essential,Matlab,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,Other,,Slightly familiar,Very familiar,Very familiar,Yes,"Nagios Core, Apache, Python",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Flexibility,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Neither agree nor disagree,No,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,Division for Teaching and Learning,,Not familiar at all,Moderately familiar,Very familiar,Yes,"Audacity, Blender, ARIS, Siftr, H5P, Moodle
",Neutral,"SmartDraw,NVivo",I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Customization",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,22,,FALSE,,,,,,,,,,,,Yes,,Staff,,,7-10 years,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,7-10 years,Other,DoIT,Not familiar at all,Very familiar,Not familiar at all,Yes,,Neutral,,"N/A, I don't use either","Knowledge Sharing,Flexibility,Scalability,Customization,Lower Costs,Vendor Independence",Yes,Neither agree nor disagree,Neither agree nor disagree,No,Neither agree nor disagree,Neutral,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Agricultural and Life Sciences,,Not familiar at all,Slightly familiar,Very familiar,No,,Irrelevant,,"N/A, I don't use either",,Not sure,Somewhat agree,Somewhat agree,Yes,Neither agree nor disagree,No value,No,,No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,Other,Wisconsin Union,Slightly familiar,Not familiar at all,Moderately familiar,No,,Neutral,,"N/A, I don't use either",Community Support,Yes,Strongly disagree,Neither agree nor disagree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Other,,,,College of Engineering,,Moderately familiar,Moderately familiar,Not familiar at all,Yes,,,,,,,,,,,,,,,,,,
,,,,81,,FALSE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,School of Computer Data and Information Sciences,,Extremely familiar,Extremely familiar,Extremely familiar,Yes,,Critical/Vital/Essential,"SolidWorks,Matlab",I use open source software about the same as the licensed software in CSL,"Flexibility,Customization,Lower Costs",Yes,Somewhat agree,Somewhat agree,No,Somewhat disagree,Very valuable,No,,,,,,
,,,,25,,FALSE,,,,,,,,,,,,Yes,,Staff,,,10+ years,School of Medicine and Public Health,,,,,,,,,,,,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,School of Medicine and Public Health,,Not familiar at all,Not familiar at all,Slightly familiar,No,,,,,,,,,,,,,,,,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Staff,,,4-7 years,School of Medicine and Public Health,,Slightly familiar,Slightly familiar,Not familiar at all,No,,,,,,,,,,,,,,,,,,
,,,,25,,FALSE,,,,,,,,,,,,Yes,,Staff,,,10+ years,School of Medicine and Public Health,,,,,,,,,,,,,,,,,,,,,,,
,,,,25,,FALSE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,School of Medicine and Public Health,,,,,,,,,,,,,,,,,,,,,,,
,,,,22,,FALSE,,,,,,,,,,,,Yes,,Staff,,,4-7 years,,,,,,,,,,,,,,,,,,,,,,,,
